label,feat_hour_of_day,feat_day_of_week,feat_request_velocity,feat_app_risk_score,feat_is_allowlisted,feat_store_url_match,feat_bundle_anomaly,feat_device_risk_score,feat_is_emulator,feat_is_generic_make,feat_os_major_version,feat_screen_width,feat_screen_height,feat_session_duration,feat_concurrent_sessions,feat_bitrate,feat_geo_mismatch,feat_is_ssai,feat_mutation_count,feat_days_since_first_seen,feat_historical_risk,feat_known_bad_list
1,13,0,0,0,1,1,0,45,1,0,30,1920,1080,5834,1,6222,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,7137,1,5093,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,1981,1,6867,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,5551,1,6000,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,3652,1,6946,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,1249,1,6236,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,5160,1,4158,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,6665,1,6973,0,0,0,0,0,0
1,13,0,0,50,0,1,1,10,0,0,12,1920,1080,6983,1,7503,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,4910,1,3024,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,3197,1,5093,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,3521,1,4288,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,2067,1,6996,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,4513,1,3239,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,1214,1,3136,0,0,0,0,0,0
1,13,0,0,50,0,1,1,10,0,0,12,1920,1080,3052,1,5848,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,1829,1,4285,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,6661,1,5437,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,4814,1,7063,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,1076,1,7213,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,6645,1,7479,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,6229,1,7862,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,3287,1,4415,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,5095,1,5057,0,0,0,0,0,0
1,13,0,0,50,0,1,1,10,0,0,12,1920,1080,2806,1,5855,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,4962,1,6283,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,5454,1,4977,0,0,0,0,0,0
1,13,0,0,0,1,1,0,20,0,0,12,1920,1080,1,20,3417,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,4239,1,7981,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,1568,1,7532,0,0,0,0,0,0
1,13,0,0,0,1,1,0,20,0,0,12,1920,1080,1,20,3763,0,0,1,0,20,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,1927,1,3473,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,722,1,4843,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,5455,1,4523,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,195,1,6532,0,0,0,0,0,0
1,13,0,0,0,1,1,0,20,0,0,12,1920,1080,1,20,6853,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,3843,1,6180,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,732,1,3262,0,0,0,0,0,0
1,13,0,0,50,0,1,1,10,0,0,12,1920,1080,6048,1,4253,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,2620,1,3286,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,2542,1,5309,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,4833,1,6636,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,771,1,7182,0,0,0,0,0,0
1,13,0,0,0,1,1,0,45,1,0,30,1920,1080,4568,1,7734,0,0,0,0,0,0
1,13,0,0,0,1,1,0,20,0,0,12,1920,1080,1,20,4204,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,6999,1,7177,0,0,0,0,0,0
1,13,0,0,0,1,1,0,45,1,0,30,1920,1080,4883,1,4923,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,3514,1,6524,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,3702,1,5916,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,423,1,7538,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,83,1,7351,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,2371,1,5131,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,2921,1,7755,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,6031,1,6208,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,2628,1,3554,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,5795,1,7416,0,0,0,0,0,0
1,13,0,0,0,1,1,0,45,1,0,30,1920,1080,272,1,5582,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,3822,1,5689,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,3813,1,4531,0,0,0,0,0,0
1,13,0,0,0,1,1,0,20,0,0,12,1920,1080,1,20,4140,0,0,1,0,20,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,5440,1,5252,0,0,0,0,0,0
1,13,0,0,50,0,1,1,10,0,0,12,1920,1080,5806,1,7663,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,1329,1,5550,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,1696,1,3944,0,0,0,0,0,0
1,13,0,0,0,1,1,0,20,0,0,12,1920,1080,1,20,7044,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,6784,1,6534,0,0,0,0,0,0
1,13,0,0,50,0,1,1,10,0,0,12,1920,1080,791,1,6959,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,6392,1,5556,0,0,0,0,0,0
1,13,0,0,0,1,1,0,45,1,0,30,1920,1080,6360,1,3029,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,678,1,6954,0,0,0,0,0,0
1,13,0,0,50,0,1,1,10,0,0,12,1920,1080,991,1,5703,0,0,0,0,0,0
1,13,0,0,50,0,1,1,10,0,0,12,1920,1080,5213,1,3216,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,965,1,7497,0,0,0,0,0,0
1,13,0,0,0,1,1,0,20,0,0,12,1920,1080,1,20,7532,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,6521,1,3539,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,5663,1,4236,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,3827,1,3934,0,0,0,0,0,0
1,13,0,0,0,1,1,0,45,1,0,30,1920,1080,3965,1,3625,0,0,0,0,0,0
1,13,0,0,0,1,1,0,20,0,0,12,1920,1080,1,20,5181,0,0,0,0,0,0
1,13,0,0,50,0,1,1,10,0,0,12,1920,1080,2408,1,6455,0,0,0,0,0,0
1,13,0,0,0,1,1,0,20,0,0,12,1920,1080,1,20,6524,0,0,0,0,0,0
1,13,0,0,50,0,1,1,10,0,0,12,1920,1080,3885,1,7637,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,5024,1,5120,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,5284,1,7444,0,0,0,0,0,0
1,13,0,0,0,1,1,0,20,0,0,12,1920,1080,1,20,7935,0,0,0,0,0,0
1,13,0,0,0,1,1,0,20,0,0,12,1920,1080,1,20,5754,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,7160,1,5652,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,2033,1,6327,0,0,0,0,0,0
1,13,0,0,50,0,1,1,10,0,0,12,1920,1080,6343,1,5378,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,6779,1,5461,0,0,0,0,0,0
1,13,0,0,0,1,1,0,45,1,0,30,1920,1080,1608,1,5916,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,6369,1,6641,0,0,0,0,0,0
1,13,0,0,0,1,1,0,45,1,0,30,1920,1080,1645,1,6501,0,0,0,0,0,0
1,13,0,0,0,1,1,0,45,1,0,30,1920,1080,3670,1,4566,0,0,0,0,0,0
1,13,0,0,50,0,1,1,10,0,0,12,1920,1080,6713,1,7027,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,1850,1,5713,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,5648,1,3912,0,0,0,0,0,0
1,13,0,0,0,1,1,0,20,0,0,12,1920,1080,1,20,4645,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,574,1,5256,0,0,0,0,0,0
1,13,0,0,50,0,1,1,10,0,0,12,1920,1080,5707,1,5350,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,3874,1,7813,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,1509,1,5514,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,3704,1,3322,0,0,0,0,0,0
1,13,0,0,0,1,1,0,20,0,0,12,1920,1080,1,20,7212,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,6844,1,6536,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,2644,1,5430,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,6429,1,3718,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,4540,1,6172,0,0,0,0,0,0
1,13,0,0,0,1,1,0,20,0,0,12,1920,1080,1,20,7616,0,0,0,0,0,0
1,13,0,0,50,0,1,1,10,0,0,12,1920,1080,4308,1,4391,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,6680,1,6513,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,1601,1,6521,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,6934,1,7827,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,2660,1,3321,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,954,1,4687,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,1157,1,3076,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,975,1,7599,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,780,1,6618,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,3412,1,3395,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,3470,1,4319,0,0,0,0,0,0
1,13,0,0,0,1,1,0,20,0,0,12,1920,1080,1,20,6997,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,2133,1,4211,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,4133,1,3535,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,4131,1,6548,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,3664,1,4543,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,7174,1,3479,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,4648,1,6629,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,661,1,3407,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,2282,1,5804,0,0,0,0,0,0
1,13,0,0,0,1,1,0,20,0,0,12,1920,1080,1,20,6211,0,0,0,0,0,0
1,13,0,0,50,0,1,1,10,0,0,12,1920,1080,2702,1,4283,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,4992,1,4958,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,5386,1,7623,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,6509,1,5449,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,6358,1,7585,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,4446,1,4146,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,4988,1,3458,0,0,0,0,0,0
1,13,0,0,0,1,1,0,20,0,0,12,1920,1080,1,20,5406,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,4627,1,7372,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,6730,1,4657,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,6364,1,4340,0,0,0,0,0,0
1,13,0,0,50,0,1,1,10,0,0,12,1920,1080,2171,1,7178,0,0,0,0,0,0
1,13,0,0,50,0,1,1,10,0,0,12,1920,1080,378,1,4825,0,0,0,0,0,0
1,13,0,0,0,1,1,0,20,0,0,12,1920,1080,1,20,3985,0,0,1,0,20,0
1,13,0,0,0,1,1,0,20,0,0,12,1920,1080,1,20,7104,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,2768,1,5831,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,6998,1,4872,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,2416,1,4513,0,0,0,0,0,0
1,13,0,0,0,1,1,0,45,1,0,30,1920,1080,3897,1,5903,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,6599,1,5123,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,4058,1,5176,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,2678,1,3333,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,3851,1,3688,0,0,0,0,0,0
1,13,0,0,50,0,1,1,10,0,0,12,1920,1080,2619,1,5203,0,0,0,0,0,0
1,13,0,0,0,1,1,0,45,1,0,30,1920,1080,1393,1,3621,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,3733,1,4740,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,2920,1,4299,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,2775,1,5783,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,3321,1,6630,0,0,0,0,0,0
1,13,0,0,0,1,1,0,20,0,0,12,1920,1080,1,20,6618,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,4991,1,6639,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,6967,1,7744,0,0,0,0,0,0
1,13,0,0,0,1,1,0,45,1,0,30,1920,1080,1412,1,5472,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,4085,1,7554,0,0,0,0,0,0
1,13,0,0,0,1,1,0,20,0,0,12,1920,1080,1,20,5800,0,0,1,0,20,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,4658,1,7800,0,0,0,0,0,0
1,13,0,0,50,0,1,1,10,0,0,12,1920,1080,2628,1,5162,0,0,0,0,0,0
1,13,0,0,0,1,1,0,45,1,0,30,1920,1080,2014,1,5675,0,0,0,0,0,0
1,13,0,0,0,1,1,0,20,0,0,12,1920,1080,1,20,4922,0,0,0,0,0,0
1,13,0,0,0,1,1,0,45,1,0,30,1920,1080,972,1,6059,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,1779,1,7140,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,6112,1,3586,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,1077,1,4696,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,5061,1,6875,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,7198,1,7953,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,6420,1,3222,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,3399,1,7699,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,4194,1,4438,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,7191,1,6089,0,0,0,0,0,0
1,13,0,0,0,1,1,0,20,0,0,12,1920,1080,1,20,4500,0,0,0,0,0,0
1,13,0,0,0,1,1,0,45,1,0,30,1920,1080,2076,1,4890,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,3479,1,6282,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,4360,1,6265,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,6076,1,7291,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,6208,1,6513,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,5640,1,5815,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,183,1,6218,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,785,1,4873,0,0,0,0,0,0
1,13,0,0,0,1,1,0,20,0,0,12,1920,1080,1,20,5973,0,0,0,0,0,0
1,13,0,0,0,1,1,0,45,1,0,30,1920,1080,4941,1,7446,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,2650,1,5015,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,2520,1,4632,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,3976,1,6672,0,0,0,0,0,0
1,13,0,0,0,1,1,0,45,1,0,30,1920,1080,110,1,5870,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,7078,1,4841,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,5594,1,7849,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,6334,1,3799,0,0,0,0,0,0
1,13,0,0,0,1,1,0,20,0,0,12,1920,1080,1,20,6095,0,0,0,0,0,0
1,13,0,0,0,1,1,0,20,0,0,12,1920,1080,1,20,4813,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,2220,1,7407,0,0,0,0,0,0
1,13,0,0,50,0,1,1,10,0,0,12,1920,1080,6704,1,6471,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,2247,1,5084,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,1247,1,7719,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,311,1,7823,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,350,1,6599,0,0,0,0,0,0
1,13,0,0,0,1,1,0,45,1,0,30,1920,1080,7197,1,4045,0,0,0,0,0,0
1,13,0,0,50,0,1,1,10,0,0,12,1920,1080,3911,1,4360,0,0,1,0,20,0
1,13,0,0,50,0,1,1,10,0,0,12,1920,1080,3865,1,4415,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,1679,1,7356,0,0,0,0,0,0
1,13,0,0,0,1,1,0,20,0,0,12,1920,1080,1,20,5752,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,3170,1,3890,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,6902,1,6633,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,3369,1,5720,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,2450,1,5479,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,4161,1,3375,0,0,0,0,0,0
1,13,0,0,50,0,1,1,10,0,0,12,1920,1080,3695,1,3131,0,0,0,0,0,0
1,13,0,0,50,0,1,1,10,0,0,12,1920,1080,458,1,3778,0,0,0,0,0,0
1,13,0,0,0,1,1,0,20,0,0,12,1920,1080,1,20,5385,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,4157,1,5380,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,6007,1,3450,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,4855,1,3622,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,4198,1,5761,0,0,0,0,0,0
1,13,0,0,50,0,1,1,10,0,0,12,1920,1080,5250,1,6949,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,3647,1,7152,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,6968,1,4464,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,2153,1,3826,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,720,1,5941,0,0,0,0,0,0
1,13,0,0,50,0,1,1,10,0,0,12,1920,1080,5150,1,3251,0,0,0,0,0,0
